SID,PORT_ID,port,start_date,end_date,total_impact,max_impact,day_of_recover,CCD,BCD,ECD,max_impact_date,start_recovery_date (Slope),end_recovery_date,total_impact_value,C_normal,C_cyclone,B_normal,B_cyclone,E_normal,E_cyclone,Wind_speed,Surge_height,Rainfall,Seaport,Pop_C,Pop_CT,PCT_Pov,WF,IF_CEJ,PCT_TA,PCT_ACEW,PCT_TI,PCT_SV,IF_ETC,SL,PCT_CD,PCT_EB,PCT_HV,Railway_Length,Highway_Length,Dock_Couunt
2016158N22272,54,"Wilmington, NC",6/7/2016,6/7/2016,0,0,0,0.013119342,0,0.031316369,0,0,0,0,0.166031963,0.152912621,0.000348675,0.000996256,0.089099811,0.057783443,10,0.44,8.1215,1,225707,1846,0.89,0,1,32.78147291,49.1397568,31.96332177,73.42223176,1,2.101888761,63.25786463,89.93910795,36.46693477,26.25174742,53.52483823,20
2016158N22272,55,"Morehead City, NC",6/7/2016,6/7/2016,0,0,0,0,0,0.009590918,0,0,0,0,0.091070066,0.12321017,0,0,0.015414364,0.005823446,12.3,0.396,15.4606,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2016158N22272,56,"Virginia, VA, Port of",6/7/2016,6/7/2016,0,0,0,0.010409357,0.003000619,0.044846263,0,0,0,0,0.216749279,0.206339923,0.016034136,0.013033517,0.195646267,0.150800004,4.4,0.267,0.5403,1,238005,2546,0.31,0,0,31.81029497,30.23582324,29.61128783,30.54006387,0,0.262182302,50.38012393,99.38631299,13.11186731,257.5222337,57.21231589,21
2016158N22272,57,"Baltimore, MD",6/7/2016,6/7/2016,0,0,0,0.002726224,0,0.031971144,0,0,0,0,0.188880719,0.186154496,0.004425612,0.007500632,0.143060014,0.111088871,9.8,0.275,0,1,854554,5980,0.88,1,1,14.51465201,75.7585132,15.12796414,79.96329663,1,0.096135528,97.01620591,99.6603868,96.46027176,175.9168648,56.57058486,78
2016158N22272,59,"South Jersey Port Corp, NJ",6/7/2016,6/7/2016,0,0,0,0.01703348,0.000552302,0.022071998,0,0,0,0,0.154043189,0.137009709,0.000552302,0,0.055049821,0.032977823,12.3,0.354,0.0007,1,302273,4816,0.47,0,0,41.88475998,46.89812722,40.23038365,26.2977263,0,2.338228441,33.60700667,86.3797233,24.32239488,48.8632096,12.01323824,5
2016158N22272,60,"Philadelphia Regional Port, PA",6/7/2016,6/7/2016,0,0,0,0.030965918,0.006752064,0.06713302,0,0,0,0,0.18252533,0.151559412,0.007117356,0.000365292,0.119008558,0.051875538,6.8,0.354,0.0007,1,1603793,7109,0,0,0,7.533256217,83.12947672,7.615191826,84.60841794,1,0,97.97545281,99.91301136,97.37405706,140.5602765,83.51791539,6
2016158N22272,61,"New York, NY & NJ",6/7/2016,6/7/2016,0,0,0,0.013046061,0.00549505,0.04889074,0,0,0,0,0.191444119,0.178398058,0.01872984,0.01323479,0.158484605,0.109593865,9.4,0.426,0.7,1,2736119,2223,0.67,0,0,50.52896665,11.01420651,46.98525159,58.63959197,1,0.031374168,70.76739752,99.11938893,13.16659924,5.310926804,13.23278936,238
2016158N22272,62,"Port Jefferson, NY",6/7/2016,6/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0.366,2.5316,1,1525894,4843,0.08,0,0,67.99089069,24.15581943,63.8917004,14.68134801,0,0.21517115,16.48236416,55.00542189,28.54389263,12.73297049,9.029622533,8
2016158N22272,63,"Bridgeport, CT",6/7/2016,6/8/2016,0,0,0,0.046208945,0,0.00584481,0,0,0,0,0.046208945,0,0,0,0.00584481,0,7.9,0.366,0.4317,1,61512,4649,0.76,1,1,47.7070079,18.15791352,46.38157895,91.25077458,1,0.25691241,53.87392755,99.73307594,42.7991814,44.51820194,102.8737214,15
2016158N22272,64,"New Haven, CT",6/7/2016,6/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0.418,0.0003,1,134023,7042,0.66,0,1,13.58444187,53.3779121,17.60531136,82.79112446,1,0.159136367,80.11916111,99.51262527,76.37484235,81.49594049,127.1276671,13
2016158N22272,65,"Port of Providence, RI",6/7/2016,6/8/2016,0,0,0,0.099208173,0,0.010004265,0,0,0,0,0.099208173,0,0,0,0.010004265,2.15E-30,10.1,0.475,0.1005,1,660728,3314,0.91,0,0,24.37825333,29.69564286,22.5503663,56.18594785,0,0.118777885,61.89346997,99.04431654,30.51781167,29.8476603,140.8762173,7
2016158N22272,129,"Port of Palm Beach District, FL",6/7/2016,6/7/2016,0,0,0,0.097210743,0.000152881,0.017266537,0,0,0,0,0.106919481,0.009708738,0.000152881,0,0.017266537,3.37E-25,11.3,0.261,0.0815,1,1492199,2494,0.64,0,1,37.44336804,50.91854461,39.7351552,89.16893084,1,0.047985685,78.57125834,98.26261037,45.78802085,50.39588208,45.45289096,13
2016240N31295,55,"Morehead City, NC",8/29/2016,8/31/2016,0,0,0,0.015550205,5.66E-05,0.009897851,0,0,0,0,0.130419104,0.1148689,5.66E-05,0,0.024709435,0.014811584,6.8,0.245,1.0418,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2016242N24279,126,"Tampa Port Authority, FL",8/28/2016,8/29/2016,0,0,0,0.034137576,0.003723895,0.01619445,0,0,0,0,0.198623558,0.164485981,0.007713529,0.003989634,0.169189392,0.152994942,7.7,0.295,0.4607,1,1459779,2655,0.05,0,0,55.20773087,23.75960783,51.37242144,65.91710758,0,1.920762842,33.65705434,42.9890728,7.175832282,0,0,75
2016242N24279,130,"Port Everglades, FL",8/28/2016,8/29/2016,0,0,0,0.025839117,1.35E-05,0.011681156,0,0,0,0,0.235362927,0.20952381,0.026877506,0.026864053,0.24014732,0.228466164,10,0.241,1.7536,1,1944381,1237,0.67,0,1,7.458550222,97.03852652,8.545401966,69.18466085,1,0.605691205,98.90014299,97.17942302,75.07436404,33.55471403,49.96251982,14
2016242N24279,131,"PortMiami, FL",8/28/2016,8/29/2016,0,0,0,0.023839947,0.00256136,0,0,0,0,0,0.213087259,0.189247312,0.003378284,0.000816923,0.206631278,0.221967189,10,0.241,10.5928,1,2701776,4910,0,0,0,23.67336611,41.8615996,25.7109119,68.51017684,1,0.086889729,92.37368923,91.73250396,18.24596055,20.41886182,108.2830806,27
2016242N24279,46,"Port of Gulfport, MS",9/1/2016,9/1/2016,0,0,0,0,0,0,0,0,0,0,0.13835634,0.144230769,0,0,0.067875371,0.092805178,7.91,0.506,0,1,208620,848,0.71,0,0,53.73529979,23.67275064,54.80648737,68.58406025,1,0.151334545,59.95114395,69.50035153,21.89515265,30.51200325,40.90197572,19
2016242N24279,48,"Mobile, AL",9/1/2016,9/2/2016,0,0,0,0.0283583,0.005062377,0.048510974,0,0,0,0,0.183672451,0.155314151,0.006037252,0.000974875,0.165396089,0.116885115,7.9,0.344,0,1,414809,3354,0.88,1,1,73.30104106,14.58487019,93.4608155,79.18990419,1,0.869723684,30.60057197,92.44152099,12.49196868,190.7470371,69.65676454,50
2016242N24279,49,"Panama City Port Authority, FL",9/1/2016,9/2/2016,0,0,0,0.006381412,0.000406793,0.025087611,0,0,0,0,0.147674147,0.141292735,0.000406793,0,0.071792185,0.046704575,10.4,0.481,0.56,1,175208,2261,0.88,0,1,52.32191055,20.57206768,48.73120301,84.67634301,1,0.179502326,33.2113918,98.33410789,47.95350165,20.95162898,10.08867326,10
2016242N24279,50,"Jacksonville, FL",9/1/2016,9/3/2016,0,0,0,0.035487597,0.00668525,0.089231373,0,0,0,0,0.222633346,0.187145749,0.031942235,0.025256985,0.218981159,0.129749786,15.3,0.192,1.3729,1,995566,2320,0.94,1,1,28.973877,35.3806249,72.24672258,87.88431288,1,0.225099112,81.9506673,99.18254507,43.9782976,75.09877095,135.9016911,20
2016242N24279,51,"Port of Brunswick, GA",9/1/2016,9/3/2016,0,0,0,0.020057428,0,0.039140078,0,0,0,0,0.177392349,0.157334922,0.001279313,0.002369595,0.106741171,0.067601093,11.6,0.259,16.7755,1,84500,5359,0.51,0,0,93.57528436,7.209147372,96.45748988,13.58739692,0,0.402141383,3.646329838,32.59333405,5.07103253,24.94975637,10.89814897,14
2016242N24279,54,"Wilmington, NC",9/2/2016,9/3/2016,0,0,0,0.030531529,0.000575025,0.05661523,0,0,0,0,0.170522444,0.139990915,0.001567681,0.000992656,0.093857258,0.037242027,17.9,0.439,74.4626,1,225707,1846,0.89,0,1,32.78147291,49.1397568,31.96332177,73.42223176,1,2.101888761,63.25786463,89.93910795,36.46693477,26.25174742,53.52483823,20
2016242N24279,55,"Morehead City, NC",9/2/2016,9/4/2016,0,0,0,0.124230685,9.15E-05,0.023710851,0,0,0,0,0.124230685,0,9.15E-05,0,0.023710851,7.15E-30,13.4,0.445,47.8116,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2016242N24279,124,"Chattanooga, TN",9/2/2016,9/2/2016,0,0,0,0.009090909,0,7.87E-32,0,0,0,0,0.009090909,0,0,0,7.87E-32,0,9.5,0.491,0,0,366209,2491,0.5,0,0,20.8899653,90.81455393,22.56362059,96.98865532,1,0,86.54194471,99.7497587,99.99643053,85.64022034,81.44540322,6
2016242N24279,125,"Guntersville, AL",9/2/2016,9/2/2016,0,0,0,0.004545455,0,1.53E-30,0,0,0,0,0.004545455,0,0,0,1.53E-30,0,5.4,0.311,0,0,97611,3898,0.7,0,1,49.34090033,78.72831545,54.29077501,59.95995996,1,0,41.37631077,38.54550221,90.58848726,6.764458144,17.14314791,19
2016242N24279,57,"Baltimore, MD",9/3/2016,9/3/2016,0,0,0,0.039818284,0.006942861,0.080343565,0,0,0,0,0.189220353,0.149402069,0.008488902,0.00154604,0.140347479,0.060003913,10.4,0.142,0,1,854554,5980,0.88,1,1,14.51465201,75.7585132,15.12796414,79.96329663,1,0.096135528,97.01620591,99.6603868,96.46027176,175.9168648,56.57058486,78
2016242N24279,59,"South Jersey Port Corp, NJ",9/3/2016,9/4/2016,0,0,0,0.008209979,0,0.033135356,0,0,0,0,0.151691785,0.143481805,0.001361654,0.001611777,0.062880483,0.029745127,10.7,0.219,0,1,302273,4816,0.47,0,0,41.88475998,46.89812722,40.23038365,26.2977263,0,2.338228441,33.60700667,86.3797233,24.32239488,48.8632096,12.01323824,5
2016242N24279,60,"Philadelphia Regional Port, PA",9/3/2016,9/4/2016,0,0,0,0.018806674,0.006132062,0.077631828,0,0,0,0,0.189680461,0.170873786,0.007817053,0.001684991,0.152836347,0.075204518,8,0.219,0,1,1603793,7109,0,0,0,7.533256217,83.12947672,7.615191826,84.60841794,1,0,97.97545281,99.91301136,97.37405706,140.5602765,83.51791539,6
2016242N24279,62,"Port Jefferson, NY",9/5/2016,9/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0.357,4.5713,1,1525894,4843,0.08,0,0,67.99089069,24.15581943,63.8917004,14.68134801,0,0.21517115,16.48236416,55.00542189,28.54389263,12.73297049,9.029622533,8
2016242N24279,63,"Bridgeport, CT",9/5/2016,9/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0.357,0.7013,1,61512,4649,0.76,1,1,47.7070079,18.15791352,46.38157895,91.25077458,1,0.25691241,53.87392755,99.73307594,42.7991814,44.51820194,102.8737214,15
2016242N24279,64,"New Haven, CT",9/5/2016,9/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0.317,0.3118,1,134023,7042,0.66,0,1,13.58444187,53.3779121,17.60531136,82.79112446,1,0.159136367,80.11916111,99.51262527,76.37484235,81.49594049,127.1276671,13
2016242N24279,65,"Port of Providence, RI",9/5/2016,9/8/2016,0,0,0,0.087469383,0.000725935,0.010362412,0,0,0,0,0.087469383,0,0.000725935,0,0.010362412,2.11E-70,12.7,0.184,0.8182,1,660728,3314,0.91,0,0,24.37825333,29.69564286,22.5503663,56.18594785,0,0.118777885,61.89346997,99.04431654,30.51781167,29.8476603,140.8762173,7
2016242N24279,66,"Boston, MA",9/5/2016,9/8/2016,0,0,0,0.028960239,0.002856497,0.00313003,0,0,0,0,0.157002567,0.128042328,0.009774129,0.006917632,0.047144531,0.044014501,12.7,0.084,0.8667,1,800930,210,0,0,0,5.272797378,64.14820455,5.924667438,10.00166834,0,0.4239511,90.50285987,85.56941813,35.58051543,42.09495655,156.0631995,45
2016242N24279,67,"Portsmouth, NH",9/5/2016,9/8/2016,0,0,0,0,0.001399332,0,0,0,0,0,0.073544836,0.097110754,0.001399332,0,0.003698883,0.00490254,12.7,-0.087,0.1415,1,211969,6672,0.25,0,0,65.59547908,28.03940699,62.5409678,51.53367653,0,0.382365375,17.37607245,39.8991885,33.74818552,23.32326683,37.90739944,5
2016242N24279,68,"Portland, ME",9/5/2016,9/8/2016,0,0,0,0.074003574,0.002088779,0.002619202,0,0,0,0,0.074003574,0,0.002088779,0,0.002619202,2.11E-70,12.7,-0.087,0.2432,1,303065,4053,0.17,0,0,9.858781569,58.37398567,9.300896472,45.77792078,0,0.1803007,64.63060057,82.49383334,63.65204769,16.85598581,64.49985172,22
2016242N24279,70,"Albany Port District, NY",9/6/2016,9/8/2016,0,0,0,0.016814394,0.00120614,0.001824178,0,0,0,0,0.137693514,0.120879121,0.00120614,0,0.017690475,0.015866296,10.1,0.357,2.4102,1,314851,3063,0.97,1,1,33.00077116,19.18830164,30.85719105,95.68020401,1,0,68.75953289,99.96425124,47.86188516,117.1266949,110.6051353,15
2016242N24279,69,"Searsport, ME",9/8/2016,9/8/2016,0,0,0,0.067337998,6.07E-06,0.004047043,0,0,0,0,0.067337998,0,6.07E-06,0,0.004047043,2.11E-70,6.7,-0.268,0.0001,1,39596,6292,0.44,0,1,74.87348178,56.22754206,80.77284558,51.08322608,1,0.1438604,24.58889418,7.612102146,85.43059753,19.57955125,8.042512401,4
2016257N27280,49,"Panama City Port Authority, FL",9/13/2016,9/14/2016,0,0,0,0.005895596,0,0.030723751,0,0,0,0,0.162963214,0.157067618,0.000248077,0.000426982,0.075238336,0.044514585,7.7,0.284,0.28,1,175208,2261,0.88,0,1,52.32191055,20.57206768,48.73120301,84.67634301,1,0.179502326,33.2113918,98.33410789,47.95350165,20.95162898,10.08867326,10
2016257N27280,50,"Jacksonville, FL",9/13/2016,9/15/2016,0,0,0,0.018803951,0.009399927,0.023587382,0,0,0,0,0.215182456,0.196378505,0.028796272,0.019396345,0.186782329,0.163194947,11.2,0.093,0.9313,1,995566,2320,0.94,1,1,28.973877,35.3806249,72.24672258,87.88431288,1,0.225099112,81.9506673,99.18254507,43.9782976,75.09877095,135.9016911,20
2016257N27280,51,"Port of Brunswick, GA",9/13/2016,9/16/2016,0,0,0,0,0,0,0,0,0,0,0.173552751,0.193511251,0.002484831,0.005476072,0.089901225,0.137795635,7.8,0.35,55.9135,1,84500,5359,0.51,0,0,93.57528436,7.209147372,96.45748988,13.58739692,0,0.402141383,3.646329838,32.59333405,5.07103253,24.94975637,10.89814897,14
2016257N27280,52,"Port of Savannah, GA",9/13/2016,9/16/2016,0,0,0,0.01788539,0.012402769,0.002667064,0,0,0,0,0.213546766,0.195661376,0.018787944,0.006385175,0.176918214,0.17425115,14.3,0.506,1.501,1,295291,2929,0.61,0,0,4.542606516,90.60633463,8.220069404,72.05538872,1,2.542949951,98.80243089,97.59172535,71.65837756,86.51748892,96.48221647,26
2016257N27280,53,"Port of Charleston, SC",9/13/2016,9/21/2016,0,0,0,0,0,0,0,0,0,0,0.201488301,0.260416667,0.009144352,0.031428046,0.172177348,0.247187933,12.4,0.478,2.63,1,408481,1191,0.72,0,0,4.482359746,81.49584751,4.012434933,50.38610039,0,1.713303,85.70424214,85.39663247,66.31368536,19.19921243,50.19533816,6
2016257N27280,126,"Tampa Port Authority, FL",9/13/2016,9/14/2016,0,0,0,0.009132298,0,0,0,0,0,0,0.19522328,0.186090982,0.00706257,0.011000669,0.192021895,0.231111921,8,0.337,0.0002,1,1459779,2655,0.05,0,0,55.20773087,23.75960783,51.37242144,65.91710758,0,1.920762842,33.65705434,42.9890728,7.175832282,0,0,75
2016257N27280,127,"Manatee County Port, FL",9/13/2016,9/14/2016,0,0,0,0.025695378,0.000170204,0.031650119,0,0,0,0,0.153459336,0.127763958,0.000170204,0,0.055684872,0.024034753,7.6,0.306,1.4605,1,399714,4204,0.27,1,1,61.55894544,99.87387859,75.53499132,67.56041756,1,8.638611,72.21282173,61.42113228,78.93534493,28.12006348,12.09063735,9
2016257N27280,128,"Canaveral Port District, FL",9/13/2016,9/15/2016,0,0,0,0.152047398,0.000680206,0.037219807,0,0,0,0,0.152047398,0,0.000680206,0,0.037219807,1.20E-29,13.1,0.265,4.5205,1,606621,2131,0,0,0,28.35333526,79.73966637,28.38948332,36.98579532,1,0.460419931,88.73331745,72.29590438,68.83492373,0,35.98131128,22
2016257N27280,130,"Port Everglades, FL",9/13/2016,9/14/2016,0,0,0,0.028795153,0.008521949,0.034684169,0,0,0,0,0.221158865,0.192363712,0.018443364,0.009921415,0.232989063,0.198304894,12,0.127,2.5813,1,1944381,1237,0.67,0,1,7.458550222,97.03852652,8.545401966,69.18466085,1,0.605691205,98.90014299,97.17942302,75.07436404,33.55471403,49.96251982,14
2016257N27280,131,"PortMiami, FL",9/13/2016,9/14/2016,0,0,0,0.015251629,0,0,0,0,0,0,0.207615341,0.192363712,0.007118477,0.007241777,0.174917039,0.17988761,12,0.127,0,1,2701776,4910,0,0,0,23.67336611,41.8615996,25.7109119,68.51017684,1,0.086889729,92.37368923,91.73250396,18.24596055,20.41886182,108.2830806,27
2016257N27280,54,"Wilmington, NC",9/14/2016,9/21/2016,0,0,0,0,0.003209664,0.022622611,0,0,0,0,0.17188849,0.181842672,0.003209664,0,0.075517389,0.052894778,13.3,0.268,24.6525,1,225707,1846,0.89,0,1,32.78147291,49.1397568,31.96332177,73.42223176,1,2.101888761,63.25786463,89.93910795,36.46693477,26.25174742,53.52483823,20
2016257N27280,55,"Morehead City, NC",9/14/2016,9/21/2016,0,0,0,0,5.66E-05,0,0,0,0,0,0.142394729,0.16875,5.66E-05,0,0.022964166,0.023369577,9.4,0.324,23.8565,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2016257N27280,56,"Virginia, VA, Port of",9/19/2016,9/21/2016,0,0,0,0.009145118,0.013418449,0.061167025,0,0,0,0,0.206282969,0.19713785,0.016276933,0.002858484,0.150636119,0.089469094,7.4,0.401,21.4415,1,238005,2546,0.31,0,0,31.81029497,30.23582324,29.61128783,30.54006387,0,0.262182302,50.38012393,99.38631299,13.11186731,257.5222337,57.21231589,21
2016257N27280,57,"Baltimore, MD",9/20/2016,9/21/2016,0,0,0,0,0,0.004629805,0,0,0,0,0.18842178,0.215242347,0.007384867,0.017748949,0.136006244,0.131376438,5.8,0.242,0,1,854554,5980,0.88,1,1,14.51465201,75.7585132,15.12796414,79.96329663,1,0.096135528,97.01620591,99.6603868,96.46027176,175.9168648,56.57058486,78
2016257N27280,58,"Wilmington, DE",9/20/2016,9/21/2016,0,0,0,0.020239775,0.003053695,0.043823804,0,0,0,0,0.163734673,0.143494898,0.003053695,0,0.056037174,0.012213371,6.5,0.18,0,1,570713,2131,0,0,0,52.31106613,27.15298765,60.24797571,72.10543877,1,1.894016479,64.23856053,94.93797591,22.47102777,64.94331919,20.20703115,5
2016257N27280,59,"South Jersey Port Corp, NJ",9/20/2016,9/20/2016,0,0,0,0,0,0.013401711,0,0,0,0,0.151396209,0.157159834,0.000301178,0.004537125,0.05345819,0.040056479,5.2,0.137,0,1,302273,4816,0.47,0,0,41.88475998,46.89812722,40.23038365,26.2977263,0,2.338228441,33.60700667,86.3797233,24.32239488,48.8632096,12.01323824,5
2016262N16251,26,"San Diego Unified Port, CA",9/21/2016,9/21/2016,0,0,0,0,0.000827138,0,0,0,0,0,0.071550347,0.071676587,0.000827138,0,2.44E-07,6.18E-07,4.4,0.162,1.0461,1,3298648,4066,0,0,0,26.4085695,16.5861552,25.43618662,38.77687211,0,0.148434323,82.43922784,97.53810222,25.56933108,38.48090921,115.5992293,32
2016273N13300,144,"Virgin Islands - St. Croix, VI",9/28/2016,9/29/2016,0,0,0,0.001263989,0,0.001300221,0,0,0,0,0.105975734,0.104711745,0,0,0.003526072,0.002225851,8.4,0.092,2.4215,1,82872,3021,0,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,21.18037145,4
2016273N13300,140,"Guaynabo, PR",9/29/2016,9/29/2016,0,0,0,0,0,0,0,0,0,0,0.05828585,0.14750698,0,0,0.002763138,0.035611323,13.8,0.074,0,1,82872,3021,0.96,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,77.24948833,4
2016273N13300,142,"Yabucoa, PR",9/29/2016,9/30/2016,0,0,0,0,0,3.89E-27,0,0,0,0,0,0,0,0,3.89E-27,0,8.3,0.16,0.9102,1,82872,3021,0.97,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,18.64235386,0
2016273N13300,143,"Guayama, PR",9/29/2016,9/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0.074,0,1,82872,3021,0.9,1,1,67.72821477,78.18337577,99.16377482,41.95981696,1,5.253558,60.17755005,15.54355986,82.82964091,0,17.07692605,0
2016273N13300,126,"Tampa Port Authority, FL",10/6/2016,10/8/2016,0,0,0,0.045920718,0,0.040521622,0,0,0,0,0.185030284,0.139109566,0.01122193,0.021246727,0.184765258,0.144243636,14.6,0.113,0.181,1,1459779,2655,0.05,0,0,55.20773087,23.75960783,51.37242144,65.91710758,0,1.920762842,33.65705434,42.9890728,7.175832282,0,0,75
2016273N13300,129,"Port of Palm Beach District, FL",10/6/2016,10/8/2016,0,0,0,0,0,0.004272269,0,0,0,0,0.100696197,0.115755406,0.000144976,0.00359389,0.007642514,0.003370245,20.4,0.44,11.3016,1,1492199,2494,0.64,0,1,37.44336804,50.91854461,39.7351552,89.16893084,1,0.047985685,78.57125834,98.26261037,45.78802085,50.39588208,45.45289096,13
2016273N13300,131,"PortMiami, FL",10/6/2016,10/7/2016,0,0,0,0.028808138,0.005026416,0.092481253,0,0,0,0,0.197193017,0.16838488,0.007435108,0.002408692,0.170337849,0.077856596,13,0.298,7.4745,1,2701776,4910,0,0,0,23.67336611,41.8615996,25.7109119,68.51017684,1,0.086889729,92.37368923,91.73250396,18.24596055,20.41886182,108.2830806,27
2016273N13300,54,"Wilmington, NC",10/7/2016,10/9/2016,0,0,0,0.073034274,0,0.108820978,0,0,0,0,0.171252211,0.098217937,3.08E-05,0.002564103,0.109142506,0.000321528,23,1.071,55.3365,1,225707,1846,0.89,0,1,32.78147291,49.1397568,31.96332177,73.42223176,1,2.101888761,63.25786463,89.93910795,36.46693477,26.25174742,53.52483823,20
2016273N13300,55,"Morehead City, NC",10/8/2016,10/9/2016,0,0,0,0.055615664,9.15E-05,0.015417833,0,0,0,0,0.055615664,0,9.15E-05,0,0.015417833,3.49E-37,20,0.642,12.6266,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2016273N13300,56,"Virginia, VA, Port of",10/8/2016,10/9/2016,0,0,0,0.083390569,0,0.164362492,0,0,0,0,0.188027979,0.104637411,0.00596236,0.008638584,0.164890629,0.000528137,14.1,0.921,19.6303,1,238005,2546,0.31,0,0,31.81029497,30.23582324,29.61128783,30.54006387,0,0.262182302,50.38012393,99.38631299,13.11186731,257.5222337,57.21231589,21
2017171N24271,38,"Port of Iberia District, LA",6/20/2017,6/23/2017,0,0,0,0,0,0.006690634,0,0,0,0,0.128395851,0.14159292,0,0,0.027267843,0.020577209,16.4,1.23,2.9602,1,70288,3793,0.89,1,1,56.91873916,99.12428908,58.11764989,59.29739263,1,19.69504161,61.61224976,34.50708421,63.66870523,4.405227273,8.422546884,39
2017171N24271,39,"West St. Mary Parish Port, LA",6/20/2017,6/23/2017,0,0,0,0,0.000217944,0,0,0,0,0,0.068743232,0.151032448,0.001050224,0.00083228,0.01582679,0.0344113,12.9,0.987,14.4333,1,49398,1999,0.66,0,1,45.20676692,99.98929158,47.08044149,67.75465942,1,24.75534,85.65181125,48.96269021,95.33707731,14.08786715,19.5917999,3
2017171N24271,40,"Port of Greater Baton Rouge, LA",6/20/2017,6/23/2017,0,0,0,0,0,0,0,0,0,0,0.17790721,0.201875055,0.005994852,0.015081399,0.157932468,0.177716017,12.9,0.987,15.2241,1,27202,4545,0.4,0,0,46.28518411,85.47819051,68.64396568,40.50002383,1,0,55.107245,59.07958865,83.636342,61.97788469,74.13467471,23
2017171N24271,41,"South Louisiana, LA, Port of",6/20/2017,6/23/2017,0,0,0,0,0.000124389,0,0,0,0,0,0.19879477,0.210199799,0.004694368,0.004569978,0.229498721,0.24731445,19.7,1.026,2.06,1,42481,1966,0.56,1,1,75.0409678,52.08100326,78.89314633,54.5974546,1,3.812527511,25.37059104,65.65140195,42.92054351,64.86154799,26.78614458,21
2017171N24271,42,"Terrebonne Parish Port, LA",6/20/2017,6/23/2017,0,0,0,0,0.000294978,0,0,0,0,0,0.069564345,0.159292035,0.000294978,0,0.029549695,0.066561243,12.9,0.987,0,1,109577,2955,0.94,1,1,88.44346443,11.22480546,91.0521496,96.10920444,1,1.263971822,43.99904671,60.8086369,9.5447731,0,47.71695596,15
2017171N24271,43,"New Orleans, LA",6/20/2017,6/22/2017,0,0,0,0.003577517,0,0,0,0,0,0,0.213749085,0.210171569,0.009431304,0.012141575,0.262401114,0.282457401,19.7,1.026,4.4013,1,440783,1873,0.74,0,1,79.9944573,38.26475977,79.84263543,89.62295629,1,5.883773194,71.61105815,97.5941086,26.48549604,70.50210197,71.52025534,78
2017171N24271,44,"Plaquemines Port District, LA",6/20/2017,6/22/2017,0,0,0,0,0,0,0,0,0,0,0.234788455,0.252205882,0.032215765,0.054114319,0.331540853,0.390646277,20.7,1.427,11.3037,1,23515,1808,0.95,1,1,97.08164642,92.90031649,94.63080779,94.43371943,1,0.969463683,56.74451859,19.18874152,97.80477358,0,13.43075913,1
2017171N24271,45,"Greater Lafourche Port, LA",6/20/2017,6/22/2017,0,0,0,0,0.000844367,0,0,0,0,0,0.123912713,0.167480469,0.000897992,5.36E-05,0.02926214,0.096024489,26.8,0.446,0,1,97565,2129,0.68,0,1,95.11157702,34.97727435,96.45628494,62.04061204,0,2.856976041,13.49976168,14.98826249,21.52630702,0,0,57
2017171N24271,27,"Corpus Christi, TX",6/21/2017,6/22/2017,0,0,0,0.018468546,0.000468226,0.0798159,0,0,0,0,0.173812749,0.155344203,0.000548663,8.04E-05,0.137687001,0.057871102,10.2,0.488,0,1,353175,2730,0.79,0,1,72.53831695,39.14760964,98.35164835,81.38018971,1,0.398266001,48.55219256,83.9214004,22.78276182,44.69976388,72.05149245,34
2017171N24271,28,"Victoria, TX",6/21/2017,6/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0.489,0.0006,1,91322,3225,0.59,1,1,89.11099865,51.49917902,99.47585309,94.664903,1,0.015102668,23.23403241,31.94151503,43.19182353,47.41633969,0,3
